Actor2Code	Actor2Name	Actor2CountryCode	Actor2KnownGroupCode	Actor2EthnicCode	Actor2Religion1Code	Actor2Religion2Code	Actor2Type1Code	Actor2Type2Code	Actor2Type3Code
HLH	HOSPITAL						HLH		
ITA	ITALY	ITA							
USA	WASHINGTON	USA							
USA	WASHINGTON	USA							
SAU	SAUDI ARABIA	SAU							
LAB	WORKER						LAB		
									
									
GOV	MINIST						GOV		
GOV	MINIST						GOV		
HLH	DOCTOR						HLH		
LAB	WORKER						LAB		
NGA	NIGERIA	NGA							
REF	EXPATRIATE						REF		
UAF	FIGHTER						UAF		
COP	POLICE CHIEF						COP		
GOV	GOVERNMENT						GOV		
									
									
									
COP	POLICE CHIEF						COP		
LEG	PARLIAMENT						LEG		
LEG	PARLIAMENT						LEG		
LEG	NATIONAL ASSEMBLY						LEG		
LEG	LAWMAKER						LEG		
MYS	MALAYSIA	MYS							
									
									
									
									
									
									
									
IGOSEAASN	ASEAN	SEA	ASN				IGO		
LEG	PARLIAMENT						LEG		
									
IGOSEAASN	ASEAN	SEA	ASN				IGO		
IGOSEAASN	ASEAN	SEA	ASN				IGO		
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
GOV	FINANCE MINIST						GOV		
GOV	GOVERNMENT						GOV		
OPP	PROTESTER						OPP		
LAB	WORKER						LAB		
									
									
									
									
									
EDU	UNIVERSITY						EDU		
LAB	WORKER						LAB		
PSE	PALESTINE	PSE							
									
									
COP	POLICE CHIEF						COP		
									
KWTGOVHLH	KUWAIT	KWT					GOV	HLH	
									
									
BUS	COMPANY						BUS		
BUS	COMPANY						BUS		
IRQ	BASRA	IRQ							
IRQ	BASRA	IRQ							
GOV	MINIST						GOV		
NLDGOV	NETHERLANDS	NLD					GOV		
									
RUS	MOSCOW	RUS							
RUSMED	RUSSIA	RUS					MED		
GOV	KING						GOV		
NGACRM	NIGERIA	NGA					CRM		
IDNCRM	INDONESIA	IDN					CRM		
IDNCRM	INDONESIA	IDN					CRM		
LEG	LAWMAKER						LEG		
									
NZLJUD	AUCKLAND	NZL					JUD		
GOV	REGIME						GOV		
HLH	NURSE						HLH		
HRI	RIGHTS GROUP						HRI		
IRN	IRAN	IRN							
IRN	IRAN	IRN							
GOV	PRIME MINISTER						GOV		
ISRGOV	ISRAEL	ISR					GOV		
									
USA	UNITED STATES	USA							
CHR	DIOCESE				CHR				
CHRCTH	CATHOLIC				CHR	CTH			
GOV	GOVERNOR						GOV		
UKR	UKRAINE	UKR							
DEU	GERMANY	DEU							
DEU	STUTTGART	DEU							
EUR	EUROPEAN	EUR							
GBR	UNITED KINGDOM	GBR							
CVL	CITIZEN						CVL		
CVL	CITIZEN						CVL		
GBR	BRITISH	GBR							
USAGOV	RICHARD NIXON	USA					GOV		
									
									
									
COP	POLICE						COP		
EDU	STUDENT						EDU		
EDU	STUDENT						EDU		
GOV	PRESIDENT						GOV		
GOV	PRESIDENT						GOV		
RAD	EXTREMIST						RAD		
NGA	NIGERIA	NGA							
AFR	AFRICA	AFR							
AFRCOP	AFRICA	AFR					COP		
COP	POLICE						COP		
ZAFCOP	SOUTH AFRICAN	ZAF					COP		
									
AUS	QUEENSLAND	AUS							
ISR	ISRAEL	ISR							
JUD	ATTORNEY						JUD		
OPP	DEMONSTRATOR						OPP		
									
									
IDN	INDONESIA	IDN							
IDN	INDONESIA	IDN							
IDN	INDONESIA	IDN							
ITA	ITALY	ITA							
ITA	ITALY	ITA							
ITA	ITALY	ITA							
JPN	JAPAN	JPN							
JPN	JAPAN	JPN							
KOR	SOUTH KOREA	KOR							
KOR	SOUTH KOREA	KOR							
FRA	FRENCH	FRA							
									
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
RUS	RUSSIA	RUS							
									
AZE	AZERBAIJAN	AZE							
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
JUD	ATTORNEY						JUD		
OPP	ACTIVIST						OPP		
TUR	TURKIYE	TUR							
									
									
									
MNCKOR	HYUNDAI	KOR					MNC		
CHNGOV	XI JINPING	CHN					GOV		
USAGOV	JOE BIDEN	USA					GOV		
JUD	LAWYER						JUD		
									
									
									
LAB	WORKER						LAB		
MED	MEDIA						MED		
MNCUSAHLH	PFIZER	USA					MNC	HLH	
NGOCHR	YMCA				CHR		NGO		
USA	PHILADELPHIA	USA							
UIS	THE INTERNATIONAL COMMUNITY						UIS		
pac	PACIFIC ISLANDERS			pac					
BEL	WATERLOO	BEL							
PHL	PHILIPPINE	PHL							
									
GRC	GREECE	GRC							
									
									
									
BUS	EMPLOYER						BUS		
GBRGOV	GEORGE OSBORNE	GBR					GOV		
									
MOS	MUSLIM				MOS				
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
ITA	ITALY	ITA							
ITA	ITALY	ITA							
ITA	ITALY	ITA							
JPN	JAPAN	JPN							
JPN	JAPAN	JPN							
KOR	SOUTH KOREA	KOR							
KOR	SOUTH KOREA	KOR							
									
									
JAM	JAMAICA	JAM							
									
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
IDN	INDONESIA	IDN							
IDN	INDONESIA	IDN							
IDN	INDONESIA	IDN							
JPN	JAPAN	JPN							
JPN	JAPAN	JPN							
KOR	SOUTH KOREA	KOR							
KOR	SOUTH KOREA	KOR							
									
CRM	CRIMINAL						CRM		
JUD	ATTORNEY						JUD		
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
ISRMIL	ISRAEL	ISR					MIL		
									
									
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
IDN	INDONESIA	IDN							
IDN	INDONESIA	IDN							
ITA	ITALY	ITA							
ITA	ITALY	ITA							
KOR	SOUTH KOREA	KOR							
KOR	SOUTH KOREA	KOR							
									
COP	PRISON						COP		
COPJUD	DEPUTY						COP	JUD	
CRM	CRIMINAL						CRM		
USA	UNITED STATES	USA							
MIL	MILITARY						MIL		
THA	THAILAND	THA							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
IDN	INDONESIA	IDN							
IDN	INDONESIA	IDN							
ITA	ITALY	ITA							
ITA	ITALY	ITA							
JPN	JAPAN	JPN							
JPN	JAPAN	JPN							
THA	THAILAND	THA							
CVL	RESIDENTS						CVL		
UAF	FIGHTER						UAF		
IRQ	IRAQ	IRQ							
KHM	CAMBODIA	KHM							
KHM	CAMBODIAN	KHM							
USAJUD	UNITED STATES	USA					JUD		
MNGGOV	MONGOLIA	MNG					GOV		
MNGGOV	MONGOLIA	MNG					GOV		
CHN	CHINA	CHN							
IRN	IRANIAN	IRN							
IRNCOP	IRANIAN	IRN					COP		
TCD	CHAD	TCD							
TCD	CHAD	TCD							
									
CVL	PROPERTY OWNER						CVL		
CVL	PROPERTY OWNER						CVL		
BRA	BRAZIL	BRA							
BRA	BRAZIL	BRA							
BRA	BRAZIL	BRA							
UAF	ARMED GROUP						UAF		
UAF	ARMED GROUP						UAF		
NGA	NIGERIA	NGA							
NGA	NIGERIA	NGA							
KWT	KUWAIT	KWT							
BUS	BANK						BUS		
CVL	RESIDENTS						CVL		
CRMJUD	CRIMINAL						CRM	JUD	
EDU	SCHOOL						EDU		
KOR	SOUTH KOREA	KOR							
MED	MEDIA						MED		
NOR	NORWAY	NOR							
idg	INDIGENOUS			idg					
USA	UNITED STATES	USA							
CVL	CIVILIAN						CVL		
JPN	JAPAN	JPN							
USA	UNITED STATES	USA							
USA	UNITED STATES OF AMERICA	USA							
ARE	ABU DHABI	ARE							
BUS	BANK						BUS		
BUS	INDUSTRY						BUS		
CHE	SWITZERLAND	CHE							
CHE	SWITZERLAND	CHE							
CHN	CHINESE	CHN							
CHRPRO300	PRESBYTERIAN				CHR	PRO			
COPCOP	POLICE						COP	COP	
CVL	ENGINEER						CVL		
DEU	GERMANY	DEU							
EDU	SCHOOL						EDU		
GOV	GOVERNMENT						GOV		
GOV	PRIME MINISTER						GOV		
GOV	EXTERNAL AFFAIRS MINIST						GOV		
KAZGOV	KAZAKHSTAN	KAZ					GOV		
MLT	MALTA	MLT							
TON	TONGA	TON							
									
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
									
									
									
									
									
GBR	UNITED KINGDOM	GBR							
GBR	UNITED KINGDOM	GBR							
MED	WEBSITE						MED		
									
									
BUS	BANK						BUS		
COP	POLICE FORCE						COP		
CVL	ENGINEER						CVL		
BGD	BANGLADESH	BGD							
									
									
									
									
									
CHE	SWITZERLAND	CHE							
CVL	COMMUNITY						CVL		
CVL	COMMUNITY						CVL		
CVLEDU	COMMUNITY						CVL	EDU	
IGOSEAASN	ASEAN	SEA	ASN				IGO		
IGOSEAASN	ASEAN	SEA	ASN				IGO		
PHL	PHILIPPINE	PHL							
									
IGOUNO	UNITED NATIONS		UNO				IGO		
									
									
									
MUS	MAURITIUS	MUS							
MUS	MAURITIUS	MUS							
MUS	MAURITIUS	MUS							
									
MIL	PARAMILITARY FORCE						MIL		
USA	ATLANTA	USA							
									
NZL	WAIKATO	NZL							
NZL	WAIKATO	NZL							
									
LAB	WORKER						LAB		
LAB	WORKER						LAB		
EDUEDU	STUDENT						EDU	EDU	
JPN	JAPANESE	JPN							
JPN	JAPANESE	JPN							
									
MED	MEDIA						MED		
USA	UNITED STATES	USA							
									
ARG	ARGENTINA	ARG							
USA	JERSEY	USA							
									
									
									
									
									
									
AGR	FARMER						AGR		
REB	REBEL GROUP						REB		
MED	MEDIA						MED		
									
									
									
LAB	WORKER						LAB		
MNCUSA	EXXON	USA					MNC		
MNCUSA	EXXON	USA					MNC		
									
									
									
MNCJPN	SONY	JPN					MNC		
BUS	PRIVATE BANK						BUS		
BUS	PRIVATE BANK						BUS		
CHE	GENEVA	CHE							
USA	NEW YORK	USA							
USA	NEW YORK	USA							
USA	NEW YORK	USA							
									
									
HIN	HINDU				HIN				
COP	DEPUTIES						COP		
									
CVLEDU	COMMUNITY						CVL	EDU	
EDU	STUDENT						EDU		
MNCJPN	SUMITOMO MITSUI	JPN					MNC		
SGP	SINGAPORE	SGP							
BGD	BANGLADESH	BGD							
CHR	CHRISTIAN				CHR				
COP	PRISON						COP		
JUD	HIGH COURT						JUD		
GOV	PRIME MINISTER						GOV		
KGZ	KYRGYZSTAN	KGZ							
KGZ	KYRGYZSTAN	KGZ							
TJK	TAJIKISTAN	TJK							
TJK	TAJIKISTAN	TJK							
TJK	TAJIKISTAN	TJK							
TJK	TAJIKISTAN	TJK							
UZB	UZBEKISTAN	UZB							
UZB	UZBEKISTAN	UZB							
UZB	UZBEKISTAN	UZB							
UZB	UZBEKISTAN	UZB							
KAZ	KAZAKHSTAN	KAZ							
KAZ	KAZAKHSTAN	KAZ							
KAZ	KAZAKHSTAN	KAZ							
KAZ	KAZAKHSTAN	KAZ							
TJK	TAJIKISTAN	TJK							
TJK	TAJIKISTAN	TJK							
TJK	TAJIKISTAN	TJK							
TJK	TAJIKISTAN	TJK							
UZB	UZBEKISTAN	UZB							
UZB	UZBEKISTAN	UZB							
UZB	UZBEKISTAN	UZB							
UZB	UZBEKISTAN	UZB							
GOV	PRESIDENT						GOV		
RUSGOV	RUSSIA	RUS					GOV		
TUR	ANTIOCH	TUR							
									
									
									
EGY	EGYPT	EGY							
									
									
AUT	AUSTRIAN	AUT							
BUS	INVESTOR						BUS		
CHE	SWITZERLAND	CHE							
CHN	CHINESE	CHN							
COP	DEPUTIES						COP		
MEXLEG	MEXICAN	MEX					LEG		
MEXLEG	MEXICAN	MEX					LEG		
									
									
BUS	INVESTOR						BUS		
JPN	JAPAN	JPN							
IDN	INDONESIAN	IDN							
IDNGOV	INDONESIAN	IDN					GOV		
MNCJPN	SONY	JPN					MNC		
MNCJPN	SONY	JPN					MNC		
									
									
COP	POLICEMAN						COP		
									
									
									
BUS	COMPANIES						BUS		
RUS	RUSSIAN	RUS							
									
EGY	EGYPT	EGY							
OPP	MAIN OPPOSITION						OPP		
IRN	IRAN	IRN							
USA	THE US	USA							
GOV	KINGDOM						GOV		
HLH	DOCTOR						HLH		
JPN	JAPANESE	JPN							
									
SYRREF	SYRIA	SYR					REF		
JOR	JORDAN	JOR							
KAZ	KAZAKHSTAN	KAZ							
KAZ	KAZAKHSTAN	KAZ							
KAZ	KAZAKHSTAN	KAZ							
KAZ	KAZAKHSTAN	KAZ							
KGZ	KYRGYZSTAN	KGZ							
KGZ	KYRGYZSTAN	KGZ							
KGZ	KYRGYZSTAN	KGZ							
KGZ	KYRGYZSTAN	KGZ							
UZB	UZBEKISTAN	UZB							
UZB	UZBEKISTAN	UZB							
UZB	UZBEKISTAN	UZB							
UZB	UZBEKISTAN	UZB							
									
									
									
									
									
									
									
									
									
MNCJPN	SONY	JPN					MNC		
									
KAZ	KAZAKHSTAN	KAZ							
KAZ	KAZAKHSTAN	KAZ							
KAZ	KAZAKHSTAN	KAZ							
KAZ	KAZAKHSTAN	KAZ							
KGZ	KYRGYZSTAN	KGZ							
KGZ	KYRGYZSTAN	KGZ							
KGZ	KYRGYZSTAN	KGZ							
KGZ	KYRGYZSTAN	KGZ							
TJK	TAJIKISTAN	TJK							
TJK	TAJIKISTAN	TJK							
TJK	TAJIKISTAN	TJK							
TJK	TAJIKISTAN	TJK							
tamBUS	TAMIL			tam			BUS		
									
PAK	PAKISTAN	PAK							
									
									
CVL	COMMUNITY						CVL		
BUS	COMPANY						BUS		
LEG	REPRESENTATIVES						LEG		
CVL	COMMUNITY						CVL		
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
GOV	ADMINISTRATION						GOV		
IGOSEAASN	ASEAN	SEA	ASN				IGO		
IGOUNOIAE	IAEA		UNO				IGO		
KOR	SOUTH KOREA	KOR							
MNCKOR	SAMSUNG	KOR					MNC		
POL	POLAND	POL							
POL	POLAND	POL							
SWE	SWEDEN	SWE							
USA	UNITED STATES	USA							
USAGOV	OBAMA	USA					GOV		
USAGOV	OBAMA	USA					GOV		
chr	CHEROKEE			chr					
chr	CHEROKEE			chr					
BUSLAB	COMPANY						BUS	LAB	
									
CIV	IVORIAN	CIV							
ZAF	SOUTH AFRICAN	ZAF							
									
BUS	BUSINESS						BUS		
									
									
									
AUSLEG	AUSTRALIA	AUS					LEG		
BUS	BANK						BUS		
GOV	PRINCE						GOV		
JORLEG	JORDON	JOR					LEG		
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
AUS	AUSTRALIA	AUS							
BHRMED	BAHRAIN	BHR					MED		
									
									
									
									
AUS	SYDNEY	AUS							
COP	POLICE						COP		
CVL	SCIENTIST						CVL		
GOV	PRIME MINISTER						GOV		
JAM	JAMAICA	JAM							
LEG	CHAMBER						LEG		
									
GHA	GHANA	GHA							
GOV	SECRETARIAT						GOV		
CHNELI	JIANG ZEMIN	CHN					ELI		
CHNELIGOV	JIANG ZEMIN	CHN					ELI	GOV	
GBR	UNITED KINGDOM	GBR							
CHN	CHINA	CHN							
									
VAT	HOLY SEE	VAT							
VAT	HOLY SEE	VAT							
GOVLAB	MINISTRY						GOV	LAB	
EDU	STUDENT						EDU		
									
BHR	BAHRAIN	BHR							
BUS	BUSINESS						BUS		
SDNMIL	SUDAN	SDN					MIL		
CZESPY	CZECH	CZE					SPY		
SVK	SLOVAK REPUBLIC	SVK							
SVK	SLOVAK REPUBLIC	SVK							
COP	PRISON						COP		
CZE	CZECH	CZE							
SVK	SLOVAK REPUBLIC	SVK							
									
MDV	MALE	MDV							
									
BHR	BAHRAIN	BHR							
BHRMED	BAHRAIN	BHR					MED		
CHN	CHINA	CHN							
GBRELI	UNITED KINGDOM	GBR					ELI		
GOV	KING						GOV		
JEW	JEWISH				JEW				
MNCUSA	NETFLIX	USA					MNC		
									
									
									
CHE	SWITZERLAND	CHE							
GOV	FIRE SERVICE						GOV		
MED	MEDIA						MED		
									
									
									
									
AUS	VICTORIA	AUS							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
COP	DEPUTY						COP		
GBR	UNITED KINGDOM	GBR							
GHA	GHANA	GHA							
IGO	JIMMIE RODGERS						IGO		
MNCUSA	NETFLIX	USA					MNC		
MNCUSA	NETFLIX	USA					MNC		
MNCUSA	NETFLIX	USA					MNC		
MYS	MALAYSIA	MYS							
UKR	UKRAINE	UKR							
GOV	AUTHORITIES						GOV		
MED	WEBSITE						MED		
MED	WEBSITE						MED		
									
									
LKA	SRI LANKA	LKA							
LKA	SRI LANKA	LKA							
RUS	RUSSIAN	RUS							
									
									
									
									
									
									
GBR	UNITED KINGDOM	GBR							
									
									
									
									
									
GOV	ADMINISTRATION						GOV		
USA	MEMPHIS	USA							
									
									
									
									
AUS	AUSTRALIAN	AUS							
GBR	UNITED KINGDOM	GBR							
									
									
									
									
GBR	UNITED KINGDOM	GBR							
GOV	PRINCE						GOV		
GOV	PRINCE						GOV		
KEN	KENYA	KEN							
									
									
MYS	MALAYSIA	MYS							
									
									
GOV	CHANCELLOR						GOV		
									
SYR	SYRIA	SYR							
CVL	SETTLEMENT						CVL		
CVL	SETTLEMENT						CVL		
									
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
UKR	UKRAINIAN	UKR							
PTY	POLITICIAN								
PTY	POLITICIAN								
CVL	CIVILIAN						CVL		
COP	PRISON						COP		
COP	PRISON						COP		
CZE	CZECH	CZE							
CZE	CZECH	CZE							
CZESPY	CZECH REPUBLIC	CZE					SPY		
									
PRK	NORTH KOREA	PRK							
									
									
AFR	AFRICA	AFR							
AFR	AFRICA	AFR							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
COP	POLICE						COP		
EDU	SCHOOL						EDU		
EDU	SCHOOL						EDU		
EDU	SCHOOL						EDU		
GBR	UNITED KINGDOM	GBR							
GOV	PRINCE						GOV		
GOV	PRINCE						GOV		
MNCUSA	NETFLIX	USA					MNC		
									
USA	UNITED STATES	USA							
CHRCTH	THE POPE				CHR	CTH			
AFR	AFRICA	AFR							
									
									
JPN	SAGA	JPN							
GUY	STABROEK	GUY							
GUY	STABROEK	GUY							
GUY	STABROEK	GUY							
AGR	FARMER						AGR		
CVL	COMMUNITY						CVL		
DEU	GERMANY	DEU							
GOV	GOVERNMENT						GOV		
IND	TAMIL NADU	IND							
IRN	IRAN	IRN							
JEWUDXPTY	ULTRA ORTHODOX				JEW	UDX			
JOR	JORDAN	JOR							
MED	NEWSPAPER						MED		
MED	MEDIA						MED		
MED	WEBSITE						MED		
REL	CLERIC								
WSM	SAMOA	WSM							
WSM	SAMOA	WSM							
BUS	ENTREPRENEUR						BUS		
									
NGOHRI	HUMAN RIGHTS GROUP						NGO	HRI	
UAF	TERRORIST LEADER						UAF		
UAF	TERRORIST LEADER						UAF		
UAF	TERRORIST LEADER						UAF		
									
									
									
MED	MEDIA						MED		
									
									
									
									
									
									
LEG	CONGRESS						LEG		
USA	STATE COLLEGE	USA							
									
									
									
									
NLD	DUTCH	NLD							
NLD	DUTCH	NLD							
									
									
FRA	FRANCE	FRA							
FRA	FRANCE	FRA							
ELI	ACTOR						ELI		
ELI	ACTOR						ELI		
									
									
									
									
									
									
COP	DEPUTIES						COP		
COP	DEPUTIES						COP		
GOV	AUTHORITIES						GOV		
GOV	AUTHORITIES						GOV		
									
GOV	GOVERNMENT						GOV		
GOV	GOVERNMENT						GOV		
CHN	CHINESE	CHN							
CHN	CHINESE	CHN							
CHN	CHINESE	CHN							
									
									
									
HLH	DOCTOR						HLH		
									
GBR	UNITED KINGDOM	GBR							
									
									
EDU	SCHOOL						EDU		
ISR	ISRAEL	ISR							
NGOHRI	HUMAN RIGHTS GROUP						NGO	HRI	
SYR	SYRIA	SYR							
COP	POLICE						COP		
									
									
MED	PUBLICATION						MED		
MIL	SEAMEN						MIL		
PTY	POLITICIAN								
PTY	POLITICIAN								
CHN	CHINESE	CHN							
CHN	CHINESE	CHN							
USAMED	REUTERS	USA					MED		
ALB	ALBANIA	ALB							
IGOUNO	THE UN		UNO				IGO		
IGOUNO	THE UN		UNO				IGO		
USAMED	THE ASSOCIATED PRESS	USA					MED		
MIL	MILITARY						MIL		
COP	POLICE CONSTABLE						COP		
IND	ASSAM	IND							
GOV	GOVERNMENT						GOV		
									
kas	KASHMIRI			kas					
GOV	PRIME MINISTER						GOV		
JEWUDXPTY	ULTRA ORTHODOX				JEW	UDX			
PSE	PALESTINE	PSE							
PSE	PALESTINE	PSE							
GUY	GUYANA	GUY							
									
ISR	ISRAEL	ISR							
									
									
									
GOV	GOVERNMENT						GOV		
JOR	JORDAN	JOR							
MEXEDU	MEXICO	MEX					EDU		
MEXEDU	MEXICO	MEX					EDU		
MEXEDU	MEXICO	MEX					EDU		
									
CRM	CRIMINAL						CRM		
BUS	EMPLOYER						BUS		
GOV	REGULATOR						GOV		
									
									
									
									
OPP	POLITICAL PRISONER						OPP		
OPP	POLITICAL PRISONER						OPP		
CVL	VILLAGE						CVL		
IMGMOSALQ	AL QAEDA		ALQ		MOS		IMG		
MMRMIL	MYANMAR	MMR					MIL		
MIL	DEFENSE FORCE						MIL		
									
CVL	RESIDENTS						CVL		
CVL	RESIDENTS						CVL		
GOV	GOVERNMENT						GOV		
EDU	STUDENT						EDU		
CVL	NEIGHBORHOOD						CVL		
CVL	VILLAGE						CVL		
USAMED	THE ASSOCIATED PRESS	USA					MED		
USAMED	THE ASSOCIATED PRESS	USA					MED		
UKR	UKRAINE	UKR							
RUS	RUSSIA	RUS							
GOV	SECURITY COUNCIL						GOV		
MED	NEWS AGENCY						MED		
									
CHN	CHINA	CHN							
CHN	CHINA	CHN							
CHN	CHINA	CHN							
CHN	CHINA	CHN							
CHN	CHINA	CHN							
RUS	RUSSIA	RUS							
									
									
									
COP	POLICE						COP		
LAB	WORKER						LAB		
SOM	SOMALIA	SOM							
SOM	SOMALIA	SOM							
SOM	SOMALIA	SOM							
idg	INDIGENOUS			idg					
									
CVL	COMMUNITY						CVL		
CVL	COMMUNITY						CVL		
									
									
									
JUD	CHIEF JUSTICE						JUD		
									
USAGOV	THE US	USA					GOV		
USAGOV	THE US	USA					GOV		
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
CRM	CRIMINAL						CRM		
COP	POLICE						COP		
SENGOV	SENEGALESE	SEN					GOV		
LEG	LAWMAKER						LEG		
LEG	LAWMAKER						LEG		
									
									
LEG	SENATE						LEG		
ARG	BUENOS AIRES	ARG							
AUSEDU	QUEENSLAND	AUS					EDU		
BHS	NASSAU	BHS							
COP	POLICE						COP		
CVL	COMMUNITY						CVL		
CVL	TRAVELER						CVL		
EDU	STUDENT						EDU		
EDU	STUDENT						EDU		
ELI	ACTOR						ELI		
GBR	UNITED KINGDOM	GBR							
IGOUNOLEG	THE UN		UNO				IGO	LEG	
IND	KERALA	IND							
ISR	ISRAEL	ISR							
JUD	ATTORNEY						JUD		
JUD	CHIEF JUSTICE						JUD		
LAB	EMPLOYEE						LAB		
NZL	NEW ZEALAND	NZL							
NZL	NEW ZEALAND	NZL							
OPP	PROTESTER						OPP		
USA	UNITED STATES	USA							
AUS	AUSTRALIA	AUS							
AUS	AUSTRALIA	AUS							
ARG	ARGENTINA	ARG							
BUS	COMPANY						BUS		
									
									
									
									
LTU	LITHUANIAN	LTU							
LTU	LITHUANIA	LTU							
LTU	LITHUANIA	LTU							
LTU	LITHUANIA	LTU							
LTU	LITHUANIA	LTU							
LTU	LITHUANIA	LTU							
POL	POLAND	POL							
POL	POLAND	POL							
LTU	LITHUANIAN	LTU							
									
									
									
									
									
									
CHN	CHINESE	CHN							
IND	ASSAM	IND							
MIL	CARRIER						MIL		
RUS	RUSSIAN	RUS							
JUD	ATTORNEY						JUD		
CANJUD	CANADA	CAN					JUD		
LEG	LAWMAKER						LEG		
									
DEU	GERMANY	DEU							
CHN	CHINA	CHN							
									
EGY	EGYPT	EGY							
									
									
									
									
SEN	SENEGAL	SEN							
USA	UNITED STATES	USA							
USA	UNITED STATES	USA							
									
									
									
									
CHE	SWISS	CHE							
MDV	MALE	MDV							
									
BUS	MANUFACTURER						BUS		
EDU	SCHOOL						EDU		
									
									
CHN	CHINA	CHN							
CHN	CHINA	CHN							
									
EURCVL	EUROPEAN	EUR					CVL		
									
									
									
									
CRM	CRIMINAL						CRM		
CVLEDU	COMMUNITY						CVL	EDU	
EUR	EUROPE	EUR							
dal	UNTOUCHABLES			dal					
									
GOV	KING						GOV		
									
EDU	ACADEMICS						EDU		
									
BUS	COMPANY						BUS		
BUS	COMPANY						BUS		
									
									
									
CHN	CHINA	CHN							
LBR	LIBERIA	LBR							
LTU	LITHUANIA	LTU							
NZL	NEW ZEALAND	NZL							
USA	CHARLOTTE	USA							
USAGOV	UNITED STATES	USA					GOV		
GOV	PRINCE						GOV		
									
CVL	TRAVELER						CVL		
									
EDU	SCHOOL						EDU		
LEG	PARLIAMENT						LEG		
LUX	LUXEMBOURG	LUX							
GOV	PRESIDENT						GOV		
									
									
									
									
									
USA	UNITED STATES	USA							
									
MED	MEDIA						MED		
MNCUSA	NETFLIX	USA					MNC		
PSE	PALESTINE	PSE							
MED	MEDIA						MED		
MNCUSA	NETFLIX	USA					MNC		
									
ISR	ISRAEL	ISR							
									
									
GOV	PRINCE						GOV		
GRC	GREECE	GRC							
LEG	LAWMAKER						LEG		
LUX	LUXEMBOURG	LUX							
KGZ	KYRGYZ	KGZ							
GOV	PRESIDENT						GOV		
									
									
USA	UNITED STATES	USA							
									
									
									
LEG	REPRESENTATIVES						LEG		
LBR	LIBERIA	LBR							
CRM	CRIMINAL						CRM		
GOV	PRESIDENT						GOV		
GOVGOV	GOVERNMENT						GOV	GOV	
GOVGOV	GOVERNMENT						GOV	GOV	
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
UKR	UKRAINE	UKR							
IDN	INDONESIA	IDN							
BLR	BELARUS	BLR							
BLR	BELARUSIAN	BLR							
BLR	BELARUSIAN	BLR							
MIL	BORDER GUARD						MIL		
POL	POLAND	POL							
LTU	LITHUANIA	LTU							
LTU	LITHUANIA	LTU							
									
									
CYM	CAYMAN ISLAND	CYM							
EUR	EUROPE	EUR							
CAN	CANADA	CAN							
CAN	CANADA	CAN							
									
BUS	COMPANY						BUS		
LTU	LITHUANIA	LTU							
RUS	RUSSIAN	RUS							
USA	AMERICAN	USA							
nagREB	NAGA			nag			REB		
nagREB	NAGA			nag			REB		
									
									
									
									
ISR	ISRAEL	ISR							
ISR	ISRAEL	ISR							
PSE	PALESTINIAN	PSE							
PSE	PALESTINIAN	PSE							
PSE	PALESTINIAN	PSE							
LEG	LAWMAKER						LEG		
									
									
									
EDU	UNIVERSITY						EDU		
GOV	GOVERNMENT						GOV		
dal	UNTOUCHABLES			dal					
BLR	BELARUS	BLR							
BLR	BELARUS	BLR							
LTU	LITHUANIA	LTU							
POLMIL	POLAND	POL					MIL		
POLMIL	POLAND	POL					MIL		
									
									
dal	UNTOUCHABLES			dal					
RAD	EXTREMIST						RAD		
UKR	UKRAINIAN	UKR							
									
ESP	SPAIN	ESP							
									
									
									
									
									
BUS	COMPANY						BUS		
NGOHLHIRC	RED CROSS		IRC				NGO	HLH	
PAK	PAKISTANI	PAK							
PAKGOV	PAKISTANI	PAK					GOV		
LBR	LIBERIA	LBR							
LBR	LIBERIA	LBR							
LBR	LIBERIA	LBR							
									
LEG	NATIONAL ASSEMBLY						LEG		
nag	NAGA			nag					
MED	PUBLISHER						MED		
GBR	BRITAIN	GBR							
GBR	BRITAIN	GBR							
									
